OHSU1 	Q0	90350732	0	65.967013414975	boolean
OHSU1 	Q0	89244872	1	58.29381592902246	boolean
OHSU1 	Q0	90191472	2	55.063823222209	boolean
OHSU1 	Q0	88201371	3	51.427486012587494	boolean
OHSU1 	Q0	90102639	4	51.27323890895248	boolean
OHSU1 	Q0	91016084	5	49.96176247389102	boolean
OHSU1 	Q0	90272936	6	49.1619718375685	boolean
OHSU1 	Q0	91051706	7	48.23955938328938	boolean
OHSU1 	Q0	91226903	8	47.655225291314125	boolean
OHSU1 	Q0	90102637	9	46.973719370422074	boolean
OHSU1 	Q0	89244873	10	46.48594663452607	boolean
OHSU1 	Q0	91057187	11	46.26920808524172	boolean
OHSU1 	Q0	91110222	12	45.83787558723905	boolean
OHSU1 	Q0	91229114	13	45.50629015718576	boolean
OHSU1 	Q0	90010830	14	45.348453598194865	boolean
OHSU1 	Q0	90102644	15	44.42823734684655	boolean
OHSU1 	Q0	89371439	16	44.31036852224567	boolean
OHSU1 	Q0	89184080	17	44.16389643785577	boolean
OHSU1 	Q0	91035833	18	43.31820949936149	boolean
OHSU1 	Q0	90144862	19	43.26355482423109	boolean
OHSU1 	Q0	91261347	20	43.1920530449864	boolean
OHSU1 	Q0	88207318	21	42.26926463681161	boolean
OHSU1 	Q0	90299705	22	42.262268658893944	boolean
OHSU1 	Q0	90102642	23	41.79053671073116	boolean
OHSU1 	Q0	89296665	24	41.60394240628604	boolean
OHSU1 	Q0	91336317	25	41.60107822168578	boolean
OHSU1 	Q0	89270887	26	41.41830458015742	boolean
OHSU1 	Q0	88157410	27	41.214793891641186	boolean
OHSU1 	Q0	89156302	28	41.02919020675034	boolean
OHSU1 	Q0	91090577	29	40.94575098148353	boolean
OHSU1 	Q0	90101495	30	40.9112843114368	boolean
OHSU1 	Q0	91073036	31	40.893088260673736	boolean
OHSU1 	Q0	88089217	32	40.71541018378049	boolean
OHSU1 	Q0	91044405	33	40.704147724947546	boolean
OHSU1 	Q0	90178314	34	40.63560993817562	boolean
OHSU1 	Q0	90132154	35	40.52462104402668	boolean
OHSU1 	Q0	91090578	36	40.28375672964764	boolean
OHSU1 	Q0	89104563	37	40.167386316582515	boolean
OHSU1 	Q0	90374889	38	40.038358555764006	boolean
OHSU1 	Q0	88133057	39	39.55004181408775	boolean
OHSU1 	Q0	90233287	40	39.514978266805024	boolean
OHSU1 	Q0	90300026	41	39.31223323408329	boolean
OHSU1 	Q0	90318686	42	39.11751742445166	boolean
OHSU1 	Q0	88210187	43	39.06180677989928	boolean
OHSU1 	Q0	89015551	44	38.43736228677138	boolean
OHSU1 	Q0	91368784	45	38.05608803524401	boolean
OHSU1 	Q0	90278894	46	38.04190445183514	boolean
OHSU1 	Q0	89015550	47	37.9843792858036	boolean
OHSU1 	Q0	91076147	48	37.912244898218056	boolean
OHSU1 	Q0	89318679	49	37.83529006869045	boolean
