OHSU1 	Q0	88188820	1	0.6895864605903625	doc2vev
OHSU1 	Q0	90213005	2	0.650547444820404	doc2vev
OHSU1 	Q0	89387646	3	0.6322285532951355	doc2vev
OHSU1 	Q0	89248071	4	0.6289953589439392	doc2vev
OHSU1 	Q0	91278927	5	0.6200822591781616	doc2vev
OHSU1 	Q0	89078087	6	0.6160863041877747	doc2vev
OHSU1 	Q0	90178312	7	0.613579273223877	doc2vev
OHSU1 	Q0	89096042	8	0.6093877553939819	doc2vev
OHSU1 	Q0	91084636	9	0.60773766040802	doc2vev
OHSU1 	Q0	91362523	10	0.6035289764404297	doc2vev
OHSU1 	Q0	89373247	11	0.5964154005050659	doc2vev
OHSU1 	Q0	88020834	12	0.5939342379570007	doc2vev
OHSU1 	Q0	91194027	13	0.5929537415504456	doc2vev
OHSU1 	Q0	88211137	14	0.5922268033027649	doc2vev
OHSU1 	Q0	88320355	15	0.5891897082328796	doc2vev
OHSU1 	Q0	90156687	16	0.5885350108146667	doc2vev
OHSU1 	Q0	91257950	17	0.5839658379554749	doc2vev
OHSU1 	Q0	88180851	18	0.58387690782547	doc2vev
OHSU1 	Q0	88130713	19	0.5815097093582153	doc2vev
OHSU1 	Q0	89111240	20	0.577733039855957	doc2vev
OHSU1 	Q0	90226426	21	0.5771875977516174	doc2vev
OHSU1 	Q0	89165024	22	0.5769489407539368	doc2vev
OHSU1 	Q0	91005711	23	0.5766540169715881	doc2vev
OHSU1 	Q0	88119304	24	0.575920045375824	doc2vev
OHSU1 	Q0	89073366	25	0.5756624937057495	doc2vev
OHSU1 	Q0	89013837	26	0.5727600455284119	doc2vev
OHSU1 	Q0	88224248	27	0.570417046546936	doc2vev
OHSU1 	Q0	88001467	28	0.569678008556366	doc2vev
OHSU1 	Q0	89150202	29	0.568356990814209	doc2vev
OHSU1 	Q0	89335290	30	0.5666638016700745	doc2vev
OHSU1 	Q0	89206968	31	0.5655403137207031	doc2vev
OHSU1 	Q0	89309889	32	0.5653926730155945	doc2vev
OHSU1 	Q0	88253951	33	0.5613250136375427	doc2vev
OHSU1 	Q0	88027895	34	0.5610626339912415	doc2vev
OHSU1 	Q0	91007648	35	0.5566675662994385	doc2vev
OHSU1 	Q0	90023250	36	0.5563667416572571	doc2vev
